TYC,RAdeg,DEdeg,BTmag,VTmag,Const,Color
0441-00078-1,276.28697667,5.08455444,6.726,6.718,Serpens,0.008000000000000007
0442-00581-1,270.22024417,6.26831083,6.213,6.332,Ophiucus,-0.11899999999999977
0442-01788-1,270.0304825,6.55393722,6.874,6.792,Ophiucus,0.08199999999999985
0444-03106-1,274.78984111,7.25976028,6.793,5.532,Ophiucus,1.2610000000000001
0445-02136-1,276.99488806,6.19415583,5.66,5.693,Serpens,-0.032999999999999474
0448-00479-1,282.40493889,0.83623528,6.27,6.23,Aquila,0.03999999999999915
0450-01371-1,278.02867972,3.65959389,6.378,6.403,Serpens,-0.024999999999999467
0451-01386-1,281.20805556,2.06007278,4.936,4.996,Aquila,-0.0600000000000005
0453-00352-1,284.3191375,2.53537444,5.549,5.55,Serpens,-0.0009999999999994458
0454-01578-1,278.90198528,4.93605694,6.571,6.465,Serpens,0.10599999999999987
0454-01662-1,277.521335,4.06536722,6.765,6.683,Ophiucus,0.08199999999999985
0455-01077-1,280.68810806,4.46945306,,11.721,Serpens,
0456-01022-1,281.36876833,5.49977861,6.807,6.728,Serpens,0.07900000000000063
0456-01022-2,281.36815306,5.50012167,6.375,6.338,Serpens,0.03699999999999992
0457-00687-1,284.05483778,4.20352833,4.776,4.592,Serpens,0.18400000000000016
0457-00688-1,284.06089222,4.2020675,5.153,4.93,Serpens,0.22299999999999986
0458-01851-1,279.16288,6.67213889,5.855,5.469,Ophiucus,0.3860000000000001
0459-01063-1,279.4518775,5.88347,6.63,6.662,Serpens,-0.03200000000000003
0461-00330-1,284.59879194,6.24017528,6.755,6.261,Aquila,0.4939999999999998
0461-00769-1,283.86434306,6.61549472,6.887,5.681,Aquila,1.2059999999999995
0462-00896-1,285.88433194,1.818925,6.035,5.839,Aquila,0.19599999999999973
0462-01608-1,286.78763861,0.64100361,6.601,6.544,Aquila,0.057000000000000384
0464-03404-1,289.63537139,1.08508667,6.675,5.283,Aquila,1.3919999999999995
0465-02618-1,291.62953944,0.33857444,5.341,4.729,Aquila,0.6120000000000001
0466-03112-1,286.04458222,3.33051861,6.89,6.724,Aquila,0.16599999999999948
0467-04986-1,288.42791389,2.29371333,5.035,5.117,Aquila,-0.08199999999999985
0468-03515-1,289.45076889,2.0317925,6.205,6.176,Aquila,0.028999999999999915
0469-06227-1,291.37399528,3.114595,3.738,3.39,Aquila,0.34799999999999986
0469-06228-1,292.08665389,2.930065,5.828,5.837,Aquila,-0.008999999999999453
0469-06229-1,292.25411806,1.95052306,5.894,5.795,Aquila,0.0990000000000002
0471-00997-1,288.43342694,5.51563667,6.584,6.482,Aquila,0.10199999999999942
0472-03465-1,289.12926611,4.83481944,5.673,5.58,Aquila,0.09299999999999997
0475-01667-1,287.24965611,6.07338917,5.634,5.269,Aquila,0.3650000000000002
0476-01563-1,289.14451361,6.59669056,6.809,6.703,Aquila,0.10599999999999987
0480-03027-1,298.11818417,1.0056775,5.066,4.058,Aquila,1.008
0481-03392-1,298.68655639,0.27366,5.729,5.641,Aquila,0.08800000000000008
0482-03593-1,293.85469194,2.91348278,6.847,6.416,Aquila,0.43100000000000005
0482-03754-1,292.63798028,3.44440083,6.064,6.079,Aquila,-0.01499999999999968
0483-02527-1,294.70412917,3.38152306,6.359,6.357,Aquila,0.0019999999999997797
0486-04746-1,293.40382944,3.76133333,7.0,7.003,Aquila,-0.0030000000000001137
0487-03422-1,294.79850278,5.39778194,5.177,5.18,Aquila,-0.0030000000000001137
0489-02951-1,298.34416361,4.40039222,6.539,6.515,Aquila,0.02400000000000002
0490-05566-1,293.52181833,7.3793,5.96,4.576,Aquila,1.3840000000000003
0493-03354-1,298.66743111,7.1403525,6.18,6.132,Aquila,0.04800000000000004
0493-03355-1,298.8281925,6.40792833,4.789,3.807,Aquila,0.9819999999999998
0494-02629-1,301.33474139,0.4545125,6.972,6.937,Aquila,0.03500000000000014
0495-01188-1,303.14635111,0.86710194,6.972,6.918,Aquila,0.05400000000000027
0497-01222-1,306.15622528,1.06839361,6.089,6.129,Aquila,-0.03999999999999915
0505-02355-1,305.79462111,5.34307722,6.535,5.409,Aquila,1.1260000000000003
0506-02497-1,301.03461306,7.277935,6.855,5.625,Aquila,1.2300000000000004
0509-01393-1,306.35594056,6.64181306,6.726,6.75,Delphinus,-0.02400000000000002
0510-01780-1,309.32657806,0.09700389,6.091,6.195,Aquila,-0.10400000000000009
0511-01136-1,309.85347528,0.4864925,6.492,5.27,Aquarius,1.2220000000000004
0516-00448-1,311.94940333,3.30644306,6.363,6.37,Delphinus,-0.006999999999999673
0516-02311-1,312.10233333,3.64903556,6.644,6.744,Delphinus,-0.09999999999999964
0519-01338-1,310.91711194,5.39021194,6.817,6.701,Delphinus,0.11600000000000055
0521-02814-1,314.76890806,4.29385139,6.482,5.963,Equuleus,0.5190000000000001
0521-02814-2,314.76865694,4.29390639,6.77,6.313,Equuleus,0.45699999999999985
0522-00913-1,308.87349583,6.94707222,6.444,6.51,Delphinus,-0.06599999999999984
0522-01240-1,308.63253528,6.87809139,6.801,6.949,Delphinus,-0.1479999999999997
0523-00042-1,310.52448,6.50761389,6.95,7.058,Delphinus,-0.10799999999999965
0524-02807-1,311.95136722,6.00823972,5.621,5.639,Delphinus,-0.017999999999999794
0527-01870-1,317.21457861,1.78755722,6.967,7.032,Aquarius,-0.06500000000000039
0528-01288-1,319.81828222,1.43884611,,11.306,Aquarius,
0529-01510-1,321.61663694,1.10373667,6.654,6.172,Aquarius,0.4820000000000002
0529-01856-1,321.46481667,0.53430889,6.633,6.47,Aquarius,0.16300000000000026
0531-02109-1,317.49273972,2.94360306,6.87,6.475,Equuleus,0.39500000000000046
0535-02156-1,317.002835,5.15165556,6.891,6.758,Equuleus,0.133
0536-02354-1,318.95582806,5.24806333,4.552,3.993,Equuleus,0.5589999999999997
0538-02797-1,316.36160361,5.95847056,6.571,6.012,Equuleus,0.5590000000000002
0541-01932-1,320.72326278,6.81111444,5.23,5.156,Equuleus,0.07400000000000073
0547-01047-1,324.888685,2.24375667,6.418,5.215,Aquarius,1.2030000000000003
0548-00896-1,326.80816028,2.68613194,5.633,5.624,Pegasus,0.009000000000000341
0550-01594-1,324.37132444,4.68245778,6.924,6.574,Pegasus,0.35000000000000053
0555-01661-1,324.43172139,6.61839472,6.225,6.181,Pegasus,0.043999999999999595
0555-01662-1,324.63282111,5.77167417,5.972,5.689,Pegasus,0.28300000000000036
0558-02710-1,331.66197556,2.43949417,6.406,6.495,Aquarius,-0.08900000000000041
0560-01818-1,336.31922139,1.37739222,4.568,4.76,Aquarius,-0.19200000000000017
0561-01200-1,331.08603944,4.28277306,,11.587,Pegasus,
0561-02086-1,332.28831917,2.73406139,6.719,6.634,Pegasus,0.08499999999999996
0563-00782-1,337.49146528,4.43201833,6.001,5.586,Pegasus,0.41500000000000004
0563-00833-1,336.65511611,4.39364389,6.37,5.814,Pegasus,0.556
0563-01818-1,336.96449722,4.69637028,6.127,4.906,Pegasus,1.221
0564-01847-1,330.03299917,6.71743639,5.838,5.973,Pegasus,-0.1349999999999998
0564-02591-1,331.41956167,5.05829472,6.748,5.018,Pegasus,1.7300000000000004
0565-01999-1,332.54928889,6.19779167,3.612,3.519,Pegasus,0.09299999999999997
0566-01004-1,335.11485611,5.7894925,5.322,5.363,Pegasus,-0.04100000000000037
0569-01947-1,343.74781139,1.06489,6.335,6.127,Pisces,0.20800000000000018
0569-01948-1,344.86418861,0.96308194,6.685,5.536,Pisces,1.149
0572-01672-1,343.13694806,3.55223833,6.827,6.664,Pisces,0.16300000000000026
0575-00231-1,344.67767889,7.34022889,6.402,6.346,Pisces,0.05600000000000005
0576-01918-1,347.17019306,2.12762833,6.561,5.526,Pisces,1.0350000000000001
0578-01415-1,351.73295194,1.25582944,4.982,4.923,Pisces,0.05900000000000016
0579-01834-1,345.96919667,3.82007083,4.339,4.461,Pisces,-0.12199999999999989
0580-00532-1,348.50213972,4.99713167,6.857,7.032,Pisces,-0.17499999999999982
0580-01884-1,349.28965667,3.28224444,4.845,3.798,Pisces,1.0469999999999997
0582-00107-1,346.00330861,6.61631944,6.892,6.465,Pisces,0.4270000000000005
0584-01515-1,351.99235056,6.37909278,5.647,4.394,Pisces,1.2530000000000001
0584-01516-1,350.085585,5.38144694,6.606,5.202,Pisces,1.404
0585-01200-1,354.09725778,2.10207806,6.193,5.719,Pisces,0.4739999999999993
0586-00272-1,357.20566944,2.21449222,6.996,6.51,Pisces,0.48600000000000065
0586-01293-1,357.36448333,1.07619333,5.962,5.783,Pisces,0.17899999999999938
0586-01458-1,355.51199028,1.78040139,4.741,4.514,Pisces,0.22699999999999942
0587-01273-1,358.26978917,2.09065056,6.279,6.279,Pisces,0.0
0590-00886-1,357.97318528,4.74534972,6.918,6.794,Pisces,0.12400000000000055
0591-01744-1,354.98681778,5.6273025,4.718,4.176,Pisces,0.5419999999999998
0592-00433-1,355.48627028,7.25064056,6.016,5.904,Pisces,0.1120000000000001
0593-00398-1,358.78241833,7.07101694,6.141,6.2,Pisces,-0.05900000000000016
0593-01697-1,359.82753972,6.86357944,4.493,4.06,Pisces,0.4330000000000007
0594-00374-1,0.62397639,8.485575,6.059,5.728,Pisces,0.3310000000000004
0594-00999-1,0.600695,8.956835,6.541,6.348,Pisces,0.1930000000000005
0595-00579-1,3.74493778,8.82102222,6.379,6.055,Pisces,0.32399999999999984
0597-01668-1,2.50910972,11.14580917,5.44,5.518,Pisces,-0.0779999999999994
0599-01370-1,5.22755194,10.97696333,6.703,6.728,Pisces,-0.024999999999999467
0599-01372-1,7.08347167,10.19033111,6.539,6.083,Pisces,0.4559999999999995
0600-01506-1,1.42473556,13.39628139,6.667,5.637,Pegasus,1.0300000000000002
0604-01301-1,12.17040722,7.5851975,6.399,4.594,Pisces,1.8049999999999997
0607-01499-1,11.75595083,11.97393444,6.748,5.613,Pisces,1.1349999999999998
0609-01732-1,8.97865083,13.20747667,6.908,6.363,Pisces,0.5449999999999999
0612-01446-1,15.73605306,7.89007694,5.479,4.364,Pisces,1.1150000000000002
0613-01248-1,18.43826083,7.57838722,6.644,6.148,Pisces,0.49600000000000044
0613-01249-1,18.43253056,7.57548361,5.512,5.221,Pisces,0.2909999999999995
0618-01485-1,16.27230111,14.94600833,6.116,5.68,Pisces,0.43599999999999994
0621-00356-1,25.14537056,8.76076556,6.803,6.391,Pisces,0.4119999999999999
0622-00574-1,26.34829917,9.15764194,5.477,4.368,Pisces,1.109
0622-01219-1,26.42720472,8.55929806,6.517,6.545,Pisces,-0.02799999999999958
0624-01324-1,24.274825,12.14150944,5.947,5.577,Pisces,0.3700000000000001
0625-01392-1,27.71671417,11.04344333,6.277,5.959,Aries,0.3180000000000005
0626-00754-1,29.85783694,12.29495056,6.325,6.102,Aries,0.22299999999999986
0627-00535-1,23.94350639,14.66144028,6.169,6.212,Pisces,-0.04300000000000015
0630-01238-1,32.83815889,8.57006639,6.309,5.689,Cetus,0.6200000000000001
0631-01493-1,33.2500425,8.84675139,5.464,4.453,Cetus,1.0110000000000001
0632-01491-1,37.03966556,8.4600875,4.223,4.261,Cetus,-0.038000000000000256
0635-00692-1,36.20435611,10.61059667,5.344,5.461,Aries,-0.11699999999999999
0635-00817-1,36.84813528,10.19879333,6.98,6.504,Cetus,0.47600000000000087
0635-00906-1,36.69011528,10.56532861,6.999,6.72,Aries,0.2789999999999999
0639-01074-1,39.50292889,7.69537389,6.898,6.436,Cetus,0.46199999999999974
0641-00763-1,44.05721361,8.38177083,6.521,6.017,Cetus,0.5039999999999996
0641-00985-1,44.92873833,8.90739861,4.567,4.681,Cetus,-0.11399999999999988
0642-00047-1,39.15731611,12.44783972,6.237,5.7,Aries,0.5369999999999999
0642-00412-1,40.62062167,10.7417775,6.379,6.318,Aries,0.06099999999999994
0642-00723-1,38.60800972,11.60488,6.994,6.987,Aries,0.006999999999999673
0643-00936-1,41.23962806,12.44595583,5.444,5.205,Aries,0.23899999999999988
0643-00937-1,41.23493472,10.11421611,4.635,4.305,Cetus,0.33000000000000007
0650-01469-1,51.79217583,9.73276861,3.647,3.715,Taurus,-0.06800000000000006
0650-01470-1,53.14971583,9.37355361,5.669,5.745,Taurus,-0.07600000000000051
0650-01471-1,51.20348028,9.02905611,4.721,3.705,Taurus,1.016
0651-01506-1,47.66156806,11.87268972,5.887,5.959,Aries,-0.07200000000000006
0653-01365-1,53.04968944,11.54252194,6.831,6.788,Taurus,0.04300000000000015
0653-01366-1,52.60198167,11.33648083,5.084,5.118,Taurus,-0.034000000000000696
0656-01281-1,51.82779611,12.73530472,6.264,6.287,Taurus,-0.022999999999999687
0656-01725-1,52.71819694,12.93668139,5.551,4.246,Taurus,1.3049999999999997
0658-00504-1,57.44366528,9.40755333,6.722,6.757,Taurus,-0.034999999999999254
0659-00402-1,60.44223194,9.99802111,5.688,5.69,Taurus,-0.002000000000000668
0659-01274-1,60.98546806,8.19720333,5.863,5.48,Taurus,0.383
0661-01403-1,57.06772056,11.14336417,4.91,5.055,Taurus,-0.14499999999999957
0662-00633-1,59.91841667,10.33041083,6.836,6.393,Taurus,0.4430000000000005
0662-01546-1,60.17008417,12.49037583,3.265,3.388,Taurus,-0.12299999999999978
0664-00624-1,56.60933194,13.50916444,6.96,6.898,Taurus,0.06200000000000028
0664-00811-1,57.81607528,13.04612889,6.211,6.281,Taurus,-0.0699999999999994
0667-00437-1,63.38019167,8.89035417,6.71,6.541,Taurus,0.1689999999999996
0667-00495-1,63.38793944,7.71603611,5.711,5.332,Taurus,0.37900000000000045
0667-00839-1,63.883525,8.89240861,4.19,4.267,Taurus,-0.07699999999999996
0667-00840-1,63.48496139,9.26389722,6.07,5.048,Taurus,1.0220000000000002
0668-00201-1,66.58792139,8.59028194,6.049,6.053,Taurus,-0.0039999999999995595
0668-00299-1,65.20434833,9.22478889,6.711,6.537,Taurus,0.17400000000000038
0671-00575-1,63.39398056,10.21252,6.278,6.251,Taurus,0.026999999999999247
0671-00652-1,64.60266917,9.48719944,6.75,6.559,Taurus,0.19099999999999984
0671-00912-1,63.65099028,10.01143972,5.096,5.202,Taurus,-0.10599999999999987
0672-01283-1,66.86987528,11.21233028,5.915,5.874,Taurus,0.04100000000000037
0672-01284-1,65.965985,9.46098083,5.202,5.109,Taurus,0.09299999999999997
0673-00777-1,67.42856556,10.52185556,6.866,6.782,Taurus,0.08399999999999963
0673-01488-1,68.91347889,10.16091639,4.454,4.272,Taurus,0.1819999999999995
0677-01116-1,67.20877167,13.04763972,5.276,5.034,Taurus,0.242
0678-00196-1,61.56529333,14.22697417,,11.166,Taurus,
0678-00417-1,62.25650472,13.3982975,5.987,5.933,Taurus,0.05400000000000027
0679-00750-1,64.99016028,14.03524778,5.906,5.607,Taurus,0.2989999999999995
0680-00027-1,65.21942,13.86446833,6.689,6.207,Taurus,0.4820000000000002
0680-00993-1,66.65156944,14.71385944,5.917,4.794,Taurus,1.1230000000000002
0680-00995-1,65.51439056,14.07724917,6.087,5.747,Taurus,0.33999999999999986
0681-01151-1,68.46191361,14.84448667,4.933,4.67,Taurus,0.2629999999999999
0681-01152-1,67.09725111,14.74102556,6.277,5.933,Taurus,0.3440000000000003
0681-01153-1,67.65542806,13.72444972,5.713,5.42,Taurus,0.29300000000000015
0682-01726-1,69.77544306,7.87098833,5.682,5.399,Taurus,0.28300000000000036
0683-00606-1,72.51506333,8.40785389,6.767,6.839,Orion,-0.07200000000000006
0683-01217-1,72.65300583,8.90025333,4.369,4.343,Orion,0.0259999999999998
0684-00555-1,74.03758778,7.90480306,6.873,6.469,Orion,0.4039999999999999
0684-00906-1,73.69913722,7.77916528,6.893,5.46,Orion,1.4329999999999998
0687-01627-1,71.10738583,11.14616833,5.689,5.41,Orion,0.2789999999999999
0688-01867-1,73.72377139,10.15114972,4.749,4.659,Orion,0.08999999999999986
0688-01868-1,72.93076028,9.97509583,6.183,6.128,Orion,0.054999999999999716
0689-00827-1,75.17760111,10.91344972,6.863,6.803,Orion,0.0600000000000005
0690-01547-1,69.53918833,12.510875,4.425,4.277,Taurus,0.1479999999999997
0690-01548-1,70.01424,12.19763972,5.29,5.425,Taurus,-0.1349999999999998
0691-01509-1,71.50709861,11.70560722,5.59,5.367,Orion,0.22299999999999986
0692-01664-1,73.69543861,11.42597333,5.325,5.199,Orion,0.12600000000000033
0696-01789-1,72.95803306,13.65517861,6.865,6.335,Orion,0.5300000000000002
0696-01790-1,74.09299,13.51457472,5.577,4.2,Orion,1.3769999999999998
0697-00282-1,76.17417861,14.85910333,6.954,6.793,Orion,0.1609999999999996
0697-02146-1,74.74753306,14.54324667,6.112,6.063,Orion,0.04900000000000038
0698-02328-1,76.97029611,8.49861472,5.824,5.475,Orion,0.3490000000000002
0700-01015-1,80.43150972,8.42856389,5.62,5.759,Orion,-0.13900000000000023
0701-02047-1,84.22639556,9.29135722,5.287,4.187,Orion,1.0999999999999996
0702-02789-1,77.33169333,9.8295975,5.726,5.452,Orion,0.274
0702-02790-1,76.90965278,9.472705,6.927,6.246,Orion,0.6809999999999992
0703-01653-1,80.22177222,9.72456833,6.801,6.637,Orion,0.1640000000000006
0705-00074-1,83.80331806,9.61326806,6.544,6.693,Orion,-0.14900000000000002
0705-02398-1,83.80516,10.24010167,5.765,5.652,Orion,0.11299999999999955
0705-02400-1,83.78449167,9.93416083,3.306,3.509,Orion,-0.20299999999999985
0705-02401-1,83.70515556,9.48958444,4.181,4.367,Orion,-0.18599999999999994
0707-00730-1,78.99058222,11.9778,,10.19,Orion,
0707-01840-1,79.01724306,11.34136889,5.501,5.512,Orion,-0.010999999999999233
0709-01659-1,82.44792056,12.27063944,6.917,7.018,Orion,-0.10099999999999998
0712-01876-1,82.1448675,13.67901694,6.544,6.362,Orion,0.1819999999999995
0713-00702-1,82.89885806,14.92891778,6.621,6.675,Orion,-0.05399999999999938
0713-01669-1,83.47618778,14.30559222,5.435,5.573,Orion,-0.1380000000000008
0714-00524-1,84.50463611,7.5414525,5.775,5.842,Orion,-0.06699999999999928
0714-01593-1,84.33046306,8.95187944,5.885,6.068,Orion,-0.18299999999999983
0719-01176-1,86.7173025,9.5224875,6.904,5.869,Orion,1.0350000000000001
0720-01925-1,89.11681667,9.50941861,5.908,5.956,Orion,-0.04800000000000004
0721-02468-1,90.59579667,9.64737278,4.333,4.152,Orion,0.18100000000000005
0723-00244-1,87.00865194,12.41842556,6.556,6.652,Orion,-0.09600000000000009
0723-00519-1,86.25541222,12.88836139,6.734,6.489,Taurus,0.2450000000000001
0723-00993-1,87.19714222,11.99722306,6.794,6.907,Orion,-0.11300000000000043
0723-01241-1,87.38726028,12.6513625,4.798,4.865,Taurus,-0.06700000000000017
0724-02738-1,89.72180111,12.80827667,6.845,5.848,Orion,0.9969999999999999
0724-02739-1,88.63437667,11.76329417,6.609,6.576,Orion,0.03300000000000036
0725-00921-1,90.07160306,12.61142722,6.74,6.775,Orion,-0.03500000000000014
0725-01943-1,90.85322528,11.68107667,6.043,6.07,Orion,-0.027000000000000135
0727-01570-1,87.70273,14.44339333,6.902,6.971,Taurus,-0.06899999999999995
0727-01683-1,86.80478972,14.48841694,5.808,5.73,Taurus,0.0779999999999994
0727-01684-1,87.62043472,14.30569083,6.805,5.654,Taurus,1.1509999999999998
0727-01686-1,86.92877139,13.89962917,5.066,5.243,Taurus,-0.1770000000000005
0728-03138-1,88.09292333,14.17179306,5.521,5.577,Taurus,-0.05600000000000005
0729-01980-1,91.89301222,14.76852028,4.199,4.371,Orion,-0.1720000000000006
0730-01797-1,92.19596083,8.66945583,6.467,6.519,Orion,-0.05200000000000049
0731-01454-1,95.07144778,7.71888444,6.721,6.791,Orion,-0.07000000000000028
0731-02930-3,94.425385,8.51983639,,10.317,Orion,
0732-03049-1,97.52332889,9.02972194,6.698,6.598,Monoceros,0.10000000000000053
0732-03295-1,96.00953722,8.885035,6.142,6.209,Monoceros,-0.06699999999999928
0733-00263-1,98.69303389,7.57249778,6.444,6.446,Monoceros,-0.0019999999999997797
0734-02092-1,93.24749389,10.28743,6.487,6.56,Orion,-0.07299999999999951
0735-03442-1,94.27757083,9.94252417,5.514,5.4,Orion,0.11399999999999988
0736-00031-1,97.25069306,11.01923889,6.911,6.605,Monoceros,0.30599999999999916
0736-01027-1,96.46803972,11.12590778,6.449,6.39,Monoceros,0.05900000000000016
0739-00998-1,94.77612583,12.74674,6.572,6.694,Orion,-0.12199999999999989
0739-02137-1,95.21716167,11.75622889,6.395,6.516,Orion,-0.12100000000000044
0739-02382-1,95.65176028,12.57031111,6.36,6.024,Orion,0.3360000000000003
0739-02616-1,93.93735694,12.55106889,5.468,5.466,Orion,0.0019999999999997797
0739-02617-1,94.11072306,12.27174444,5.534,5.084,Orion,0.4500000000000002
0741-00990-1,99.13268639,11.28082028,,11.175,Monoceros,
0741-01059-1,97.91409889,11.79229111,6.486,6.614,Monoceros,-0.1280000000000001
0741-01402-1,97.78983528,11.25138111,6.005,6.123,Monoceros,-0.11800000000000033
0741-01572-1,97.95120444,11.54434667,5.431,5.234,Monoceros,0.19700000000000006
0742-02175-1,92.69733639,13.65947278,6.906,6.916,Orion,-0.010000000000000675
0742-02472-1,92.984985,14.20881194,4.231,4.413,Orion,-0.18200000000000038
0742-02474-1,92.86630694,13.63860167,6.059,6.038,Orion,0.020999999999999908
0742-02475-1,93.78524472,13.85107472,5.607,5.856,Orion,-0.24899999999999967
0743-01969-1,94.38880361,14.05868167,6.521,6.563,Orion,-0.041999999999999815
0743-02547-1,94.52337972,14.38284889,6.156,6.127,Orion,0.028999999999999915
0744-00087-1,96.81574361,14.88922722,6.7,6.598,Gemini,0.10200000000000031
0745-00551-1,97.77421444,13.19932083,,11.486,Gemini,
0745-00874-1,98.40071583,14.15536194,6.978,5.677,Gemini,1.3010000000000002
0747-02462-1,101.63507528,8.58716806,5.688,5.87,Monoceros,-0.18200000000000038
0747-02463-1,103.20619167,8.38044361,6.053,5.774,Monoceros,0.2789999999999999
0747-02464-1,101.83267944,8.03728083,6.591,4.923,Monoceros,1.6680000000000001
0748-01626-1,103.89428222,8.32429,6.322,6.264,Monoceros,0.05799999999999983
0748-02718-1,104.66221306,7.62234972,6.375,6.255,Monoceros,0.1200000000000001
0749-02886-1,105.82470417,9.13834861,6.119,5.971,Monoceros,0.1479999999999997
