TYC,RAdeg,DEdeg,BTmag,VTmag,Const,Color
9017-00402-1,213.6652675,-65.70137667,6.662,6.726,Circinus,-0.06400000000000006
9017-00894-1,213.64583083,-66.15414111,6.894,6.934,Circinus,-0.040000000000000036
9017-01605-1,210.21920306,-66.26885306,6.368,5.991,Circinus,0.37700000000000067
9017-01607-1,214.16135278,-66.5878825,5.625,5.734,Circinus,-0.10899999999999999
9018-00421-1,216.79702444,-66.56801167,6.685,6.573,Circinus,0.11199999999999921
9018-00675-1,216.41582278,-66.17288528,6.515,6.378,Circinus,0.13699999999999957
9018-01131-1,215.88369417,-66.64496778,6.916,6.78,Circinus,0.13600000000000012
9019-00918-1,222.18566694,-66.59353861,5.742,5.862,Circinus,-0.1200000000000001
9020-02010-1,223.77366944,-61.87385028,6.989,6.98,Circinus,0.008999999999999453
9020-02567-1,223.89458111,-60.11390444,6.681,5.31,Circinus,1.3710000000000004
9021-01139-1,230.79415861,-60.65710972,6.209,5.705,Circinus,0.5039999999999996
9021-01362-1,227.18847361,-61.63375611,6.713,6.806,Circinus,-0.09299999999999997
9021-01982-1,229.15289528,-60.90398944,5.668,5.788,Circinus,-0.1200000000000001
9021-02143-1,228.49663056,-61.34292611,6.647,6.72,Circinus,-0.07299999999999951
9021-02242-1,229.70477861,-60.49632417,5.297,5.418,Circinus,-0.12100000000000044
9021-02243-1,229.23707556,-60.95724694,4.956,5.072,Circinus,-0.11599999999999966
9022-00980-1,233.36293389,-61.27330917,6.877,6.716,Triangulum Australe,0.1609999999999996
9023-01271-1,238.71933139,-60.74364278,6.472,6.353,Triangulum Australe,0.11900000000000066
9023-02693-1,238.88508889,-60.17748167,6.26,5.908,Norma,0.3519999999999994
9023-02694-1,239.024825,-60.48230917,5.853,5.765,Triangulum Australe,0.08800000000000008
9024-01559-1,224.159785,-62.36440694,6.318,6.381,Circinus,-0.06300000000000061
9024-01862-1,224.18334194,-62.78098972,5.003,5.028,Circinus,-0.024999999999999467
9025-00910-1,229.41203472,-63.61048528,6.472,4.99,Circinus,1.4820000000000002
9025-01137-1,227.35639583,-63.64288361,6.317,6.254,Circinus,0.06300000000000061
9025-01827-1,227.26383417,-61.88756306,6.928,6.974,Circinus,-0.04600000000000026
9027-05712-1,238.78664556,-63.429795,3.18,2.851,Triangulum Australe,0.3290000000000002
9028-00336-1,226.20022139,-64.0313725,6.346,5.272,Circinus,1.0739999999999998
9028-01183-1,225.25943111,-64.57590528,6.908,6.6,Circinus,0.3080000000000007
9028-01324-1,223.14694833,-63.80980611,6.872,6.028,Circinus,0.8440000000000003
9030-01634-1,234.07404083,-65.61314861,6.898,6.545,Triangulum Australe,0.35299999999999976
9031-01101-1,238.23617222,-65.15251806,6.776,6.559,Triangulum Australe,0.21699999999999964
9031-02787-1,236.97123028,-65.44219278,6.395,6.155,Triangulum Australe,0.23999999999999932
9031-02787-2,236.97189139,-65.44261833,6.691,6.429,Triangulum Australe,0.26199999999999957
9031-04549-1,239.74233,-65.03757056,5.657,5.729,Triangulum Australe,-0.07200000000000006
9032-02566-1,223.67745444,-65.99106778,5.978,6.059,Circinus,-0.0810000000000004
9033-02419-1,229.30786306,-66.09228889,6.817,6.837,Triangulum Australe,-0.019999999999999574
9033-02978-1,227.37466083,-67.08412722,6.575,5.833,Triangulum Australe,0.742
9033-03621-1,230.1689975,-67.48150306,6.307,6.423,Triangulum Australe,-0.11599999999999966
9034-03316-1,231.86241361,-66.12139972,6.884,6.911,Triangulum Australe,-0.026999999999999247
9034-03741-1,234.17995056,-66.31691222,5.603,4.234,Triangulum Australe,1.3689999999999998
9037-04020-1,247.7057225,-61.63348,6.78,5.321,Triangulum Australe,1.4590000000000005
9038-00895-1,250.21007417,-60.44626556,6.787,6.292,Ara,0.4950000000000001
9038-01408-1,249.71961833,-60.99031944,6.054,6.137,Ara,-0.0829999999999993
9038-02115-1,251.48737222,-61.66341361,6.885,6.853,Triangulum Australe,0.03200000000000003
9039-03114-1,254.06965028,-61.64058333,6.823,6.776,Ara,0.0470000000000006
9039-03145-1,254.37467778,-60.60007778,6.451,6.526,Ara,-0.07500000000000018
9040-03149-1,242.13741556,-62.9818525,6.792,6.86,Triangulum Australe,-0.0680000000000005
9040-03338-1,242.4966375,-62.96701222,6.773,6.518,Triangulum Australe,0.2549999999999999
9040-04742-1,240.71887139,-62.54152778,6.219,6.242,Triangulum Australe,-0.022999999999999687
9040-04790-1,243.85944083,-63.68564917,5.253,3.962,Triangulum Australe,1.291
9041-01205-1,246.34229,-63.12523778,6.177,6.136,Triangulum Australe,0.04099999999999948
9043-02227-1,253.85282639,-63.26962694,6.06,6.002,Ara,0.05799999999999983
9045-02503-1,245.0020075,-64.64873778,6.81,6.844,Triangulum Australe,-0.034000000000000696
9045-02767-1,246.98865889,-64.0580025,5.679,5.326,Triangulum Australe,0.35300000000000065
9045-02884-1,247.93575583,-64.4733775,6.542,6.59,Triangulum Australe,-0.04800000000000004
9046-01313-1,248.93655472,-65.49533167,6.695,5.605,Triangulum Australe,1.0899999999999999
9047-00852-1,252.97451806,-65.37542611,6.08,6.109,Triangulum Australe,-0.028999999999999915
9047-01572-1,254.56467306,-65.20441778,6.929,6.559,Ara,0.3700000000000001
9049-02755-1,245.72844056,-66.88731611,6.648,6.728,Triangulum Australe,-0.08000000000000007
9050-01698-1,250.84214556,-67.43231833,6.053,6.018,Triangulum Australe,0.03500000000000014
9050-02573-1,251.66671694,-67.10966,4.978,5.084,Triangulum Australe,-0.10599999999999987
9052-03100-1,261.078315,-60.67377278,5.67,5.743,Ara,-0.0730000000000004
9052-03379-1,257.52615833,-61.67544278,6.302,6.357,Ara,-0.055000000000000604
9053-04118-1,262.77488444,-60.68362194,3.463,3.563,Ara,-0.10000000000000009
9054-00441-1,267.47086278,-61.71466194,6.336,6.391,Pavo,-0.054999999999999716
9056-03928-1,258.14290083,-63.68536444,6.933,6.912,Ara,0.020999999999999908
9056-04326-1,261.00448167,-62.86413278,5.485,5.651,Ara,-0.16599999999999948
9057-05214-1,262.03282,-63.03618944,6.11,6.195,Ara,-0.08499999999999996
9059-02661-1,272.60938,-62.00272056,6.183,5.535,Pavo,0.6479999999999997
9059-03036-1,273.91941194,-63.05531056,6.775,5.687,Pavo,1.088
9059-03655-1,272.14496639,-63.66807917,4.625,4.359,Pavo,0.266
9062-03613-1,267.53068778,-64.30513833,6.941,6.61,Pavo,0.3309999999999995
9062-03615-1,266.4333375,-64.72374222,5.111,3.714,Pavo,1.3969999999999998
9064-03533-1,260.99009917,-65.70210333,6.532,6.613,Ara,-0.0810000000000004
9065-03654-1,262.60376806,-66.86994722,6.863,6.968,Ara,-0.10499999999999954
9066-02962-1,269.10075833,-65.72101111,6.877,6.414,Pavo,0.4630000000000001
9068-02823-1,275.80675667,-61.493905,6.296,4.54,Pavo,1.7560000000000002
9070-02106-1,284.65244833,-60.20062417,6.884,5.279,Pavo,1.6050000000000004
9072-02407-1,276.38178778,-63.02130528,6.36,6.147,Pavo,0.21300000000000008
9072-03028-1,277.84344611,-62.27819833,4.478,4.593,Pavo,-0.11500000000000021
9074-02203-1,283.05432056,-62.18756222,4.006,4.181,Pavo,-0.17499999999999982
9076-00497-1,274.91700306,-63.88593333,6.884,6.247,Pavo,0.6370000000000005
9077-01599-1,280.90550528,-64.55131611,6.987,5.865,Pavo,1.1219999999999999
9077-01852-1,280.59428667,-64.64297889,6.55,6.374,Pavo,0.17600000000000016
9077-02487-1,281.36191444,-64.87091722,5.015,4.793,Pavo,0.22199999999999953
9077-02488-1,282.15814917,-65.07749806,6.012,5.733,Pavo,0.2789999999999999
9079-00250-1,289.25219639,-65.22764861,6.307,6.379,Pavo,-0.07199999999999918
9082-01890-1,284.23766056,-67.23352972,5.22,4.439,Pavo,0.7809999999999997
9083-01820-1,289.30084361,-66.66100528,5.761,5.558,Pavo,0.2030000000000003
9085-02519-1,297.59063861,-61.06113167,6.028,6.183,Pavo,-0.15500000000000025
9085-02520-1,298.66854278,-61.17081389,6.413,6.227,Pavo,0.18599999999999994
9086-01171-1,303.42715694,-61.54997611,6.985,7.05,Pavo,-0.0649999999999995
9090-01629-1,303.61231389,-63.41586139,6.441,6.123,Pavo,0.3179999999999996
9091-00377-1,304.68175444,-61.90660778,6.612,6.597,Pavo,0.01499999999999968
9093-01337-1,297.75460306,-65.60472278,6.38,6.059,Pavo,0.32099999999999973
9096-00706-1,294.96721833,-66.68541167,6.41,6.373,Pavo,0.03699999999999992
9096-01370-1,294.6216725,-65.91423611,6.86,6.788,Pavo,0.07200000000000006
9098-01425-1,304.28961722,-67.4551225,6.977,6.745,Pavo,0.2320000000000002
9098-01638-1,301.38136,-67.31933889,6.846,6.146,Pavo,0.7000000000000002
9098-01914-1,300.46835972,-66.94380278,6.901,5.467,Pavo,1.4340000000000002
9098-01918-1,302.17473778,-66.17944972,4.476,3.616,Pavo,0.8599999999999999
9100-01218-1,310.00953417,-60.54758778,5.74,5.181,Pavo,0.5590000000000002
9100-01263-1,309.39683806,-61.52975278,5.374,4.901,Pavo,0.47299999999999986
9100-01712-1,308.89488694,-60.58132889,5.097,4.782,Pavo,0.3150000000000004
9104-01058-1,309.15969556,-63.12077361,6.798,6.388,Pavo,0.41000000000000014
9105-01342-1,312.91002833,-62.42921944,6.387,6.226,Pavo,0.1609999999999996
9105-01342-2,312.91148583,-62.42913722,6.778,6.579,Pavo,0.19899999999999984
9108-00383-1,309.29592333,-65.03325333,6.604,6.679,Pavo,-0.07500000000000018
9110-01485-1,319.501945,-64.68151306,6.236,6.303,Pavo,-0.06700000000000017
9111-01422-1,324.51169583,-64.82414611,6.242,6.209,Indus,0.03300000000000036
9111-01423-1,321.61040889,-65.36803639,4.783,4.276,Pavo,0.5070000000000006
9112-01600-1,310.48776083,-66.76062778,5.054,5.123,Pavo,-0.06899999999999995
9112-01605-1,311.23980722,-66.20323889,3.62,3.431,Pavo,0.18900000000000006
9116-02070-1,328.79725583,-61.88640167,6.373,5.959,Indus,0.4140000000000006
9117-01947-1,334.62573639,-60.25949944,4.679,2.998,Tucana,1.681
9118-00339-1,341.06864806,-60.49966389,6.975,6.363,Tucana,0.6119999999999992
9118-01191-1,338.25006556,-61.98207611,6.973,5.127,Tucana,1.846
9119-02234-1,327.50054222,-64.71244889,6.899,5.732,Indus,1.1669999999999998
9120-01918-1,336.83281278,-64.96637806,4.476,4.494,Tucana,-0.017999999999999794
9121-00512-1,342.23031167,-63.71841611,6.438,6.491,Tucana,-0.052999999999999936
9124-01805-1,337.15605083,-67.48889528,5.804,5.589,Indus,0.21499999999999986
9125-00333-1,347.61264806,-60.56434333,6.991,6.74,Tucana,0.25099999999999945
9126-01745-1,349.23950583,-62.00113639,6.248,5.705,Tucana,0.5430000000000001
9129-01859-1,352.253885,-63.11062389,5.463,5.628,Tucana,-0.16500000000000004
9130-01669-1,359.33243806,-62.95660972,6.074,5.957,Tucana,0.11699999999999999
9130-01766-1,359.39573194,-64.29808972,5.067,4.997,Tucana,0.07000000000000028
9133-01652-1,359.97880556,-65.57708056,4.388,4.473,Tucana,-0.08499999999999996
9134-02059-1,5.16267722,-69.62491222,5.44,5.491,Tucana,-0.05099999999999927
9135-01892-1,13.75125,-69.52698444,6.838,5.574,Tucana,1.2640000000000002
9136-01759-2,18.93973278,-68.87622167,5.469,4.997,Tucana,0.4720000000000004
9137-03789-1,1.17190028,-71.43685972,5.453,5.568,Tucana,-0.11499999999999932
9138-00521-1,8.34679778,-71.26621667,6.415,6.141,Tucana,0.274
9141-07804-1,12.14637861,-74.92335611,6.873,5.241,Hydrus,1.6320000000000006
9143-00238-1,28.73342167,-67.64747111,5.863,4.789,Hydrus,1.0740000000000007
9143-00419-1,28.14475472,-67.94449083,6.705,6.749,Hydrus,-0.043999999999999595
9144-01686-1,39.89679083,-68.26694806,4.037,4.088,Hydrus,-0.051000000000000156
9144-01688-1,35.43758194,-68.65942472,4.128,4.075,Hydrus,0.052999999999999936
9145-02046-1,41.38557528,-67.61671972,4.91,4.829,Hydrus,0.0810000000000004
9148-01834-1,45.56416944,-71.90249389,5.333,5.478,Hydrus,-0.14499999999999957
9152-00627-1,51.0094925,-69.62464833,6.693,6.186,Hydrus,0.5069999999999997
9152-02134-1,51.40105722,-69.33658472,6.44,5.995,Hydrus,0.4450000000000003
9156-01126-1,60.18182778,-71.16687806,6.703,6.597,Hydrus,0.10599999999999987
9156-02237-1,56.34874556,-71.65823028,6.11,6.236,Hydrus,-0.12599999999999945
9157-01971-1,70.766445,-70.93110667,5.364,5.492,Mensa,-0.1280000000000001
9159-01634-1,56.80932139,-74.23922639,5.356,3.436,Hydrus,1.92
9164-02122-1,92.18474972,-68.84345472,4.962,5.028,Dorado,-0.06599999999999984
9169-01385-1,73.27387667,-72.4083075,6.893,6.342,Mensa,0.5510000000000002
9169-01519-1,76.53859361,-73.03781389,6.269,6.257,Mensa,0.012000000000000455
9169-01591-1,75.6791825,-71.31432417,6.566,5.405,Mensa,1.1609999999999996
9173-00770-1,75.28928917,-74.34094111,6.98,7.002,Mensa,-0.021999999999999353
9174-00651-1,78.85366417,-73.58848917,6.673,6.517,Mensa,0.1559999999999997
9176-00987-1,92.55924639,-74.75255694,5.968,5.151,Mensa,0.8170000000000002
9176-01142-1,93.67474972,-73.62656333,6.549,6.585,Mensa,-0.03599999999999959
9177-01009-1,100.60656722,-67.84318611,6.662,6.696,Volans,-0.03399999999999981
9178-00929-1,104.96073472,-67.91698583,6.992,5.326,Volans,1.6660000000000004
9179-01040-1,113.34088028,-68.76850028,6.638,6.597,Volans,0.04099999999999948
9179-02107-1,109.20763111,-67.95717139,4.92,4.051,Volans,0.8689999999999998
9180-00168-1,114.08027278,-69.05657306,6.844,6.867,Volans,-0.022999999999999687
9181-00404-1,96.36937333,-69.69076139,6.6,5.478,Dorado,1.1219999999999999
9182-01410-1,107.17640528,-70.49733889,6.016,5.429,Volans,0.5869999999999997
9182-01411-1,107.18677694,-70.49917889,5.053,3.86,Volans,1.193
9182-01412-1,102.86241694,-70.96347056,5.263,5.378,Volans,-0.11500000000000021
9184-02185-1,116.05455167,-69.82161472,6.113,6.148,Volans,-0.034999999999999254
9187-01470-1,111.15464083,-71.47075194,6.625,6.492,Volans,0.133
9188-01864-1,115.45499944,-72.6061325,5.258,4.059,Volans,1.1989999999999998
9192-01330-1,119.81573333,-73.24412472,6.51,6.347,Volans,0.16299999999999937
9193-03090-1,121.9826575,-68.61713444,4.24,4.378,Volans,-0.1379999999999999
9194-02228-1,129.81017333,-69.27394139,6.826,6.952,Volans,-0.12600000000000033
9195-00515-1,134.73252222,-68.13927361,6.839,6.913,Volans,-0.07399999999999984
9196-00198-1,139.32246389,-68.6895775,5.862,5.437,Carina,0.4249999999999998
9197-01514-1,120.83824083,-69.97161361,6.65,6.729,Volans,-0.07899999999999974
9198-01581-1,126.81994028,-70.09359028,5.481,5.503,Volans,-0.02200000000000024
9198-02152-1,129.08630972,-70.67667556,6.787,6.859,Volans,-0.07200000000000006
9198-02243-1,129.77137667,-70.38665694,5.192,5.184,Volans,0.008000000000000007
9199-02885-1,136.40992722,-70.53851972,4.461,4.627,Carina,-0.16599999999999948
9200-02394-1,142.93972667,-70.46963222,6.96,7.014,Carina,-0.05400000000000027
9201-02148-1,125.00233528,-71.50546417,5.471,5.59,Volans,-0.11899999999999977
9201-02149-1,124.95414194,-71.51499056,5.23,5.306,Volans,-0.07599999999999962
9203-02066-1,132.45889806,-72.55126056,6.33,6.123,Volans,0.20699999999999985
9203-02759-1,136.28678778,-72.60269472,5.2,4.536,Carina,0.6640000000000006
9204-00886-1,141.95491889,-71.78120028,6.788,6.359,Carina,0.42900000000000027
9204-01584-1,141.77703306,-71.60208333,6.831,5.579,Carina,1.2520000000000007
9205-01959-1,125.51882889,-73.40005444,5.29,5.279,Volans,0.01100000000000012
9206-01161-1,129.48367444,-74.57389611,6.914,6.644,Volans,0.2699999999999996
9206-01556-1,130.38538944,-73.61461389,6.993,7.0,Volans,-0.006999999999999673
9207-02221-1,135.02506194,-74.39994444,6.77,6.825,Volans,-0.055000000000000604
9208-02682-1,139.36512417,-74.73466972,5.845,5.855,Carina,-0.010000000000000675
9208-02718-1,139.35504639,-74.89438611,5.346,5.322,Carina,0.02400000000000002
9209-00510-1,148.77378944,-69.18904778,6.779,6.846,Carina,-0.06700000000000017
9209-03537-1,149.24932083,-69.10182417,6.045,6.161,Carina,-0.11599999999999966
9210-03437-1,153.45521917,-68.05982917,6.693,6.717,Carina,-0.02400000000000002
9210-03439-1,152.37604472,-68.68286778,5.895,5.875,Carina,0.019999999999999574
9211-03825-1,161.70036944,-69.20979361,6.546,6.369,Carina,0.1770000000000005
9212-04513-1,164.33425,-69.03805972,6.589,6.605,Carina,-0.016000000000000014
9213-00470-1,148.44863194,-69.89527333,6.969,7.02,Carina,-0.05099999999999927
9214-02842-1,153.43448111,-70.03792056,3.196,3.271,Carina,-0.07499999999999973
9215-02916-1,161.87756,-69.43773417,6.22,6.331,Carina,-0.11100000000000065
9215-03041-1,161.13508472,-70.85525222,6.729,6.472,Carina,0.2569999999999997
9215-03042-1,161.08374417,-70.85972111,6.49,6.26,Carina,0.23000000000000043
9216-02218-1,163.42551861,-70.72033917,6.341,6.384,Carina,-0.04300000000000015
9216-03267-1,166.70802972,-70.8779375,5.476,5.565,Carina,-0.08900000000000041
9217-00664-1,149.04066,-71.38930861,6.194,6.312,Carina,-0.11800000000000033
9217-00673-1,145.66390444,-72.19082472,6.536,6.532,Carina,0.0039999999999995595
9217-01434-1,148.10956806,-71.943405,6.859,6.901,Carina,-0.041999999999999815
9219-00713-1,161.11350083,-72.44362111,6.847,6.318,Carina,0.5290000000000008
9219-03722-1,157.58366194,-71.99272278,4.766,4.715,Carina,0.051000000000000156
9220-02041-1,165.72840472,-72.24221861,6.817,6.781,Carina,0.036000000000000476
9223-02815-1,156.18567444,-73.97175833,6.273,6.184,Carina,0.08899999999999952
9223-02880-1,156.098915,-74.03154861,4.401,4.02,Carina,0.3810000000000002
9227-01028-1,181.30766222,-67.87414972,,11.796,Musca,
9227-01544-1,181.16228778,-68.328915,5.363,5.37,Musca,-0.006999999999999673
9227-01699-1,185.53078056,-67.52209639,5.368,5.17,Musca,0.1980000000000004
9227-02681-1,180.657305,-69.19227194,5.784,5.864,Musca,-0.08000000000000007
9227-02705-1,184.39423583,-67.96067667,6.059,4.332,Musca,1.7270000000000003
9228-02996-1,191.25860361,-68.83074917,6.993,6.239,Musca,0.7540000000000004
9228-03047-1,191.57027222,-68.108095,3.328,3.518,Musca,-0.18999999999999995
9228-03047-2,191.57079861,-68.10781889,3.803,3.976,Musca,-0.17300000000000004
9228-03049-1,189.29616556,-69.135535,2.439,2.622,Musca,-0.18299999999999983
9229-02446-1,173.35626333,-70.19478778,6.714,6.704,Musca,0.010000000000000675
9230-01852-1,179.62532611,-70.73999806,6.977,7.017,Musca,-0.040000000000000036
9230-02344-1,177.48594,-70.22578778,6.753,5.122,Musca,1.6310000000000002
9233-01852-1,169.96180056,-72.9582775,6.464,6.457,Musca,0.007000000000000561
9233-02659-1,172.07693556,-72.47401806,6.255,6.13,Musca,0.125
9233-02746-1,170.01733778,-71.99433111,6.424,6.412,Musca,0.012000000000000455
9233-02832-1,171.04655861,-72.25660222,5.591,5.583,Musca,0.008000000000000007
9235-01739-1,184.09946722,-72.61446222,6.194,6.195,Musca,-0.001000000000000334
9236-02380-1,186.21664083,-72.60387361,6.612,6.603,Musca,0.009000000000000341
9236-02907-1,188.11710972,-72.13297583,3.641,3.804,Musca,-0.1629999999999998
9239-00473-1,180.46204278,-73.29852,6.921,6.866,Musca,0.055000000000000604
9239-01940-1,185.56280194,-73.50367889,6.92,6.758,Musca,0.16199999999999992
9241-01205-1,194.35935528,-67.96066778,6.853,6.779,Musca,0.07399999999999984
9242-00491-1,200.36978528,-67.53685694,6.955,7.017,Musca,-0.06200000000000028
9242-01074-1,199.48099028,-68.49568361,6.833,6.771,Musca,0.06200000000000028
9242-01816-1,198.8124775,-67.89456417,4.667,4.765,Musca,-0.09799999999999986
9245-01220-1,197.96409861,-69.94202194,6.397,5.955,Musca,0.44200000000000017
9246-00581-1,202.19509306,-69.62711417,6.163,6.176,Musca,-0.0129999999999999
9246-01665-1,201.45997667,-70.62725111,5.623,5.647,Musca,-0.02400000000000002
9247-01431-1,206.89272083,-71.23110056,6.771,6.82,Musca,-0.04900000000000038
9248-01240-1,212.75804361,-69.71926972,6.285,6.089,Circinus,0.19599999999999973
9249-02379-1,195.77233222,-71.47573083,5.945,5.952,Musca,-0.006999999999999673
9249-02380-1,195.56583167,-71.54880389,5.135,3.736,Musca,1.3989999999999996
9250-02087-1,200.71925083,-72.14667694,6.116,6.057,Musca,0.058999999999999275
9254-02599-1,201.82738472,-74.6917225,6.533,6.602,Musca,-0.06899999999999995
9254-02970-1,201.28062389,-74.88751278,6.458,5.163,Musca,1.295
9256-02069-1,212.115305,-74.85070222,6.702,6.081,Apus,0.6209999999999996
9256-02198-1,214.98911194,-73.96844056,6.56,6.612,Apus,-0.05200000000000049
9257-00320-1,218.45719861,-67.61763194,6.836,6.916,Circinus,-0.08000000000000007
9257-00434-1,219.88196333,-68.20337222,6.782,6.913,Circinus,-0.13100000000000023
